"ref_area.label","source.label","indicator.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"G20","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",24.324,,,,
"G20","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",24.226,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",35.947,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",36.238,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",39.41,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",39.728,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",38.821,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",41.709,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",41.026,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",41.443,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",41.209,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",41.512,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",41.404,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",40.757,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",42.871,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",43.076,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",42.35,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",42.493,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",41.983,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",42.1,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",42.531,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",42.092,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",42.081,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",41.884,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",42.458,,,,
"ASEAN","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",42.53,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",20.169,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",21.551,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",22.055,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",20.923,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",21.58,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",21.346,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",21.377,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",21.332,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",21.069,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",20.765,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",20.642,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",20.503,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",20.53,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",20.267,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",20.23,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",20.48,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",20.749,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",20.737,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",20.932,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",20.399,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",20.416,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",19.382,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",18.903,,,,
"BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",18.776,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",34.968,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",34.289,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",35.104,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",34.235,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",33.625,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",33.842,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",33.466,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",33.09,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",32.557,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",32.374,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",32.039,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",32.278,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",32.881,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",32.771,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",32.385,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",31.911,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",31.568,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",31.064,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",30.756,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",30.273,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",29.96,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",29.602,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",29.619,,,,
"World excluding BRICS","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",29.405,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",38.455,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",37.176,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",37.392,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",36.362,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",36.075,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",35.851,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",35.423,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",34.933,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",34.511,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",34.105,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",34.14,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",34.628,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",34.572,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",34.635,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",34.148,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",33.928,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",33.888,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",33.102,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",33.215,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",32.686,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",32.484,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",31.869,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",31.514,,,,
"G7","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",31.299,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",16.427,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",16.262,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",15.793,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",12.597,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",12.045,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",11.802,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",11.014,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",10.912,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",10.32,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",10.502,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",10.209,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",11.914,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",13.212,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",13.012,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",12.778,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",11.943,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",11.626,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",11.515,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",11.033,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",9.402,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",9.728,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",9.558,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",10.261,,,,
"MENA","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",10.151,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",16.859,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",16.748,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",16.225,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",12.808,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",11.973,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",11.449,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",10.785,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",10.902,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",10.296,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",10.316,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",10.242,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",11.908,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",13.655,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",13.318,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",13.04,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",12.2,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",11.601,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",11.377,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",10.805,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",9.1,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",9.56,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",9.46,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",10.245,,,,
"Arab League","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",10.146,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",52.697,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",52.541,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",51.473,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",51.916,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",50.988,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",49.93,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",49.562,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",49.971,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",50.339,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",51.096,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",51.107,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",50.246,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",48.818,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",49.377,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",47.871,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",48.471,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",47.414,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",47.943,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",48.122,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",47.322,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",46.849,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",45.569,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",45.092,,,,
"CARICOM","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",45.115,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",34.732,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",34.7,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",34.456,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",33.694,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",33.113,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",32.622,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",32.368,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",32.341,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",31.61,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",31.441,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",31.757,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",32.549,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",32.384,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",32.228,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",31.937,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",31.63,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",31.48,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",31.031,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",30.686,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",30.105,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",29.287,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",28.88,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",28.745,,,,
"European Union 27","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",28.608,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",5.415,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",5.42,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",5.845,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",5.811,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",5.678,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",5.515,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",5.396,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",5.424,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",5.614,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",5.827,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",5.976,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",6.351,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",6.896,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",6.033,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",6.021,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",6.139,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",6.117,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",6.592,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",7.1,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",7.52,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",8.041,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",7.996,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",8.073,,,,
"Arab States: Low income","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",8.957,,,,
"APEC","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",35.02,,,,
"APEC","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",34.192,,,,
"APEC","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",35.393,,,,
"APEC","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",35.088,,,,
"APEC","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",34.414,,,,
"APEC","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",34.799,,,,
"APEC","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",34.263,,,,
"APEC","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",33.997,,,,
"APEC","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",33.734,,,,
"APEC","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",33.27,,,,
"APEC","ILO - Modelled Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",33.077,,,,
