"ref_area.label","source.label","indicator.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Europe and Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",14.562,,,
"Europe and Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",14.569,,,
"Europe and Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",14.679,,,
"Europe and Central Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",8.897,,,
"Europe and Central Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",8.834,,,
"Europe and Central Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",8.858,,,
"Europe and Central Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",8.81,,,
"Europe and Central Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",8.876,,,
"Europe and Central Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",8.839,,,
"Europe and Central Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",8.94,,,
"Europe and Central Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",8.935,,,
"Europe and Central Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",8.909,,,
"Europe and Central Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",8.896,,,
"Europe and Central Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",15.139,,,
"Europe and Central Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",15.137,,,
"Europe and Central Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",14.851,,,
"Europe and Central Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",14.407,,,
"Europe and Central Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",14.27,,,
"Europe and Central Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",14.098,,,
"Europe and Central Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",13.73,,,
"Europe and Central Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",13.779,,,
"Europe and Central Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",13.978,,,
"Europe and Central Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",14.16,,,
"Europe and Central Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",14.362,,,
"Europe and Central Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",14.562,,,
"Europe and Central Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",14.769,,,
"Europe and Central Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",14.947,,,
"Europe and Central Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",14.93,,,
"Europe and Central Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",14.959,,,
"Europe and Central Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",15.028,,,
"Europe and Central Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",15.067,,,
"Europe and Central Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",15.026,,,
"Europe and Central Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",15.121,,,
"Northern, Southern and Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",13.499,,,
"Northern, Southern and Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",13.685,,,
"Northern, Southern and Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",13.935,,,
"Northern, Southern and Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",14.203,,,
"Northern, Southern and Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",14.014,,,
"Northern, Southern and Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",14.023,,,
"Northern, Southern and Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",14.073,,,
"Northern, Southern and Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",14.148,,,
"Northern, Southern and Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",14.209,,,
"Northern, Southern and Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",14.294,,,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",16.789,,,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",16.827,,,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",16.682,,,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",17.043,,,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",16.779,,,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",16.367,,,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",15.445,,,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",15.302,,,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",14.786,,,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",14.623,,,
"Northern, Southern and Western Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",13.397,,,
"Northern, Southern and Western Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",13.587,,,
"Northern, Southern and Western Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",13.85,,,
"Northern, Southern and Western Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",14.115,,,
"Northern, Southern and Western Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",13.928,,,
"Northern, Southern and Western Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",13.951,,,
"Northern, Southern and Western Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",14.031,,,
"Northern, Southern and Western Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",14.113,,,
"Northern, Southern and Western Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",14.192,,,
"Northern, Southern and Western Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",14.284,,,
"Northern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",9.628,,,
"Northern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",9.69,,,
"Northern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",9.867,,,
"Northern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",9.918,,,
"Northern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",9.909,,,
"Northern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",9.855,,,
"Northern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",10.039,,,
"Northern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",10.307,,,
"Northern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",10.413,,,
"Northern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",10.577,,,
"Southern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",15.413,,,
"Southern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",15.557,,,
"Southern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",15.596,,,
"Southern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",15.912,,,
"Southern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",15.788,,,
"Southern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",15.71,,,
"Southern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",15.568,,,
"Southern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",15.493,,,
"Southern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",15.461,,,
"Southern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",15.46,,,
"Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",14.376,,,
"Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",14.666,,,
"Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",15.092,,,
"Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",15.472,,,
"Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",15.122,,,
"Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",15.225,,,
"Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",15.325,,,
"Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",15.4,,,
"Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",15.494,,,
"Western Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",15.575,,,
"Eastern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",15.962,,,
"Eastern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",16.084,,,
"Eastern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",16.075,,,
"Eastern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",16.077,,,
"Eastern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",16.288,,,
"Eastern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",16.206,,,
"Eastern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",16.2,,,
"Eastern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",16.121,,,
"Eastern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",15.943,,,
"Eastern Europe","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",16.071,,,
"Eastern Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",13.947,,,
"Eastern Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",13.763,,,
"Eastern Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",13.605,,,
"Eastern Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",13.504,,,
"Eastern Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",13.539,,,
"Eastern Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",13.141,,,
"Eastern Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",13.015,,,
"Eastern Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",12.9,,,
"Eastern Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",13.173,,,
"Eastern Europe: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",13.537,,,
"Eastern Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",16.345,,,
"Eastern Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",16.555,,,
"Eastern Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",16.624,,,
"Eastern Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",16.663,,,
"Eastern Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",16.926,,,
"Eastern Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",16.913,,,
"Eastern Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",16.938,,,
"Eastern Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",16.878,,,
"Eastern Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",16.602,,,
"Eastern Europe: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",16.677,,,
"Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",9.275,,,
"Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",9.209,,,
"Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",9.196,,,
"Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",9.171,,,
"Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",9.203,,,
"Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",9.173,,,
"Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",9.211,,,
"Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",9.2,,,
"Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",9.158,,,
"Central Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",9.1,,,
"Central and Western Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",8.897,,,
"Central and Western Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",8.834,,,
"Central and Western Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",8.858,,,
"Central and Western Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",8.81,,,
"Central and Western Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",8.876,,,
"Central and Western Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",8.839,,,
"Central and Western Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",8.94,,,
"Central and Western Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",8.935,,,
"Central and Western Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",8.909,,,
"Central and Western Asia: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",8.896,,,
"Central and Western Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",15.43,,,
"Central and Western Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",15.54,,,
"Central and Western Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",15.249,,,
"Central and Western Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",14.548,,,
"Central and Western Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",14.338,,,
"Central and Western Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",14.321,,,
"Central and Western Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",13.9,,,
"Central and Western Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",14.077,,,
"Central and Western Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",14.339,,,
"Central and Western Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",14.471,,,
"Central and Western Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",9.025,,,
"Central and Western Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",9.196,,,
"Central and Western Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",9.542,,,
"Central and Western Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",9.368,,,
"Central and Western Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",9.811,,,
"Central and Western Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",10.4,,,
"Central and Western Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",10.612,,,
"Central and Western Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",10.825,,,
"Central and Western Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",11.071,,,
"Central and Western Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",11.312,,,
"Central and Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",13.424,,,
"Central and Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",13.496,,,
"Central and Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",13.3,,,
"Central and Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",12.778,,,
"Central and Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",12.715,,,
"Central and Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",12.759,,,
"Central and Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",12.503,,,
"Central and Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",12.62,,,
"Central and Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",12.801,,,
"Central and Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",12.886,,,
"Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",16.209,,,
"Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",16.391,,,
"Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",16.153,,,
"Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",15.333,,,
"Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",15.124,,,
"Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",15.153,,,
"Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",14.713,,,
"Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",14.965,,,
"Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",15.339,,,
"Western Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",15.583,,,
"European Union 28","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",14.667,,,
"European Union 28","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",14.93,,,
"European Union 28","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",15.164,,,
"European Union 28","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",15.399,,,
"European Union 28","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",15.343,,,
"European Union 28","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",15.429,,,
"European Union 28","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",15.491,,,
"European Union 28","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",15.486,,,
"European Union 28","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",15.437,,,
"European Union 28","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",15.49,,,
"G20","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",14.369,,,
"G20","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",14.358,,,
"G20","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",14.418,,,
